iter	Logloss
180	0.09019753448
181	0.0899073708
182	0.08943098357
183	0.08917312279
184	0.08893918234
185	0.08863043735
186	0.0882232285
187	0.08784057773
188	0.08768640304
189	0.0874382281
190	0.08714330956
191	0.08692147339
192	0.08655513461
193	0.0862980088
194	0.08593128326
195	0.08563739305
196	0.08538703536
197	0.08511147088
198	0.0847979771
199	0.08443623463
200	0.08407910342
201	0.08367983593
202	0.08326660878
203	0.08308190304
204	0.08259905728
205	0.08209967474
206	0.08188031993
207	0.0815580173
208	0.08121516296
209	0.08082610711
210	0.08045461547
211	0.08009966254
212	0.07960069685
213	0.07930012289
214	0.07918439973
215	0.07873718363
216	0.07845634533
217	0.07806332166
218	0.07781451971
219	0.0776810391
220	0.07751362726
221	0.07726656319
222	0.07695304665
223	0.0765457793
224	0.07638654246
225	0.07607588894
226	0.07553837562
227	0.07524443369
228	0.07499291284
229	0.074821446
230	0.07451514541
231	0.07414644187
232	0.07401236754
233	0.0737822501
234	0.07345074657
235	0.07335192512
236	0.07285136142
237	0.07267171404
238	0.07244405018
239	0.07214602529
240	0.07181932664
241	0.07161720314
242	0.07141662317
243	0.07125906454
244	0.07088517905
245	0.07066401103
246	0.07038449232
247	0.07013985196
248	0.06974079929
249	0.06958416472
250	0.06937209769
251	0.06915071801
252	0.06899560842
253	0.06882241422
254	0.06850455561
255	0.06831098471
256	0.0680399554
257	0.06776015974
258	0.06758615677
259	0.06743934663
260	0.06730891875
261	0.06701222455
262	0.06662351352
263	0.06641397044
264	0.06612604391
265	0.06589466093
266	0.06563552624
267	0.06539169709
268	0.06525734035
269	0.06491718591
270	0.06474723436
271	0.06443198995
272	0.06424551581
273	0.06402138387
274	0.06386868674
275	0.06358434948
276	0.06335941249
277	0.06306986671
278	0.0628931255
279	0.06267811277
280	0.06235906211
281	0.06223521144
282	0.06206854342
283	0.06191281766
284	0.0616175933
285	0.06144829447
286	0.0612773679
287	0.06108278509
288	0.06086271385
289	0.06076679506
290	0.06055888123
291	0.06030328865
292	0.06009064135
293	0.05967712981
294	0.05952364906
295	0.05932332611
296	0.05906649518
297	0.05881135482
298	0.05862325083
299	0.05847473851
300	0.05828954526
301	0.05814629555
302	0.05802192616
303	0.05780090512
304	0.05771175359
305	0.05763626519
306	0.05754343253
307	0.05745160944
308	0.05722129155
309	0.05697861432
310	0.0568832919
311	0.05667464157
312	0.05644797086
313	0.05625532787
314	0.05606731182
315	0.05592879233
316	0.05573196106
317	0.05538607186
318	0.05522829087
319	0.05509103552
320	0.05494377479
321	0.05473773135
322	0.05455052711
323	0.0543728345
324	0.0541233852
325	0.05395019635
326	0.05340826014
327	0.05328458586
328	0.05301062099
329	0.05283452155
330	0.05269268313
331	0.05244446744
332	0.05231280773
333	0.05212247577
334	0.05201764357
335	0.05192796315
336	0.05179896726
337	0.05162370409
338	0.05153850532
339	0.05139493109
340	0.05113596419
341	0.05090695699
342	0.05069900393
343	0.05057784401
344	0.05043236545
345	0.05024303428
346	0.05008207344
347	0.04998224813
348	0.04979122445
349	0.04958850566
350	0.04945344851
351	0.04925898437
352	0.0491284146
353	0.04903443467
354	0.04886537658
355	0.04871502137
356	0.04851106391
357	0.04842434237
358	0.04832520896
359	0.04814111182
360	0.04802410353
361	0.04796671778
362	0.04788354468
363	0.04767097698
364	0.04752341106
365	0.0473853771
366	0.0472107193
367	0.0470358685
368	0.04691820243
369	0.04673919903
370	0.04661230804
371	0.04653226671
372	0.04636064838
373	0.04611787803
374	0.04604860754
375	0.04595664477
376	0.04582387972
377	0.04567119436
378	0.04541845312
379	0.04515549725
380	0.04497525054
381	0.04481442784
382	0.04471340075
383	0.04460012316
384	0.04448208925
385	0.04430395522
386	0.04417831321
387	0.04399646091
388	0.04388536389
389	0.04374375845
390	0.04360993248
391	0.0434605278
392	0.0432576051
393	0.04312553166
394	0.04304597563
395	0.04289446898
396	0.04277158605
397	0.04270783597
398	0.04257956761
399	0.04251801213
400	0.04239226336
401	0.04234151724
402	0.04220445585
403	0.04201464379
404	0.04195031833
405	0.04184309009
406	0.04172782287
407	0.04155309859
408	0.04145557216
409	0.04134673162
410	0.041271585
411	0.04119620816
412	0.0409661891
413	0.04089261269
414	0.04081673003
415	0.04076630866
416	0.04066052077
417	0.04058706402
418	0.04041947976
419	0.04034525127
420	0.04020954332
421	0.0400645003
422	0.03993591211
423	0.03989533168
424	0.03982560672
425	0.03973189815
426	0.0396190157
427	0.03949138496
428	0.03927448864
429	0.03914273121
430	0.03901545605
431	0.03887568007
432	0.03879227222
433	0.03871416063
434	0.0386336208
435	0.0385479114
436	0.03841999268
437	0.03829285714
438	0.03820144951
439	0.0381017996
440	0.03799365905
441	0.03792926278
442	0.03778266245
443	0.03765256841
444	0.0374945143
445	0.03744706004
446	0.03737145799
447	0.03724996183
448	0.03706896813
449	0.03696939802
450	0.03677649347
451	0.03668361825
452	0.03658685244
453	0.03650209584
454	0.03641272843
455	0.03632070863
456	0.03623431186
457	0.03614788728
458	0.03607172494
459	0.03598853269
460	0.03587051654
461	0.03572960223
462	0.03561998553
463	0.03553200204
464	0.03542338652
465	0.03537305364
466	0.03533721026
467	0.03525029696
468	0.03517056492
469	0.03508887051
470	0.03503577673
471	0.03489657823
472	0.0348323844
473	0.03472964838
474	0.03467761338
475	0.03455201082
476	0.03450236643
477	0.03443121932
478	0.03439445943
479	0.03426216377
480	0.03416887501
481	0.03410220855
482	0.03404670116
483	0.03386365237
484	0.03375864715
485	0.03360927757
486	0.03352373435
487	0.0333975471
488	0.03332219082
489	0.03322582147
490	0.03315393715
491	0.03312059437
492	0.03298783549
493	0.03278610117
494	0.0326909456
495	0.03260789848
496	0.03250292466
497	0.03243048759
498	0.03237963667
499	0.03230509321
500	0.03220322205
501	0.03207900965
502	0.03193639542
503	0.03184991624
504	0.03177657201
505	0.0316654744
506	0.03157064371
507	0.03149051844
508	0.03142944141
509	0.03140605288
510	0.03133162079
511	0.03119911424
512	0.0311090602
513	0.03102899389
514	0.03095380321
515	0.03089231504
516	0.03080528434
517	0.03072812911
518	0.03067735708
519	0.03062771124
520	0.030514077
521	0.0304238319
522	0.03034336257
523	0.0302699921
524	0.0301579415
525	0.03011615904
526	0.03008078772
527	0.0300501441
528	0.02996265926
529	0.02988175495
530	0.02973463988
531	0.0296487851
532	0.02959765416
533	0.02955428565
534	0.0294675257
535	0.02941640862
536	0.02931468328
537	0.02926795054
538	0.02920391165
539	0.02914669477
540	0.02908785443
541	0.02896444496
542	0.02890928128
543	0.0288243423
544	0.02876462539
545	0.02864675758
546	0.02858155671
547	0.02850883911
548	0.02841677694
549	0.0283186716
550	0.02822835436
551	0.02817154384
552	0.02811778961
553	0.0280669098
554	0.02800421301
555	0.02788359429
556	0.02785965573
557	0.02782835335
558	0.02775163529
559	0.02764596811
560	0.0276001798
561	0.02752827237
562	0.02746472169
563	0.02736546391
564	0.02733149134
565	0.02725284305
566	0.02714238633
567	0.02709031665
568	0.02694842483
569	0.02686062091
570	0.0268154739
571	0.02672499738
572	0.02666901807
573	0.0265675073
574	0.02649111226
575	0.02636327965
576	0.02633372043
577	0.02630129926
578	0.02625271237
579	0.0261910769
580	0.02614649456
581	0.02602647632
582	0.02593408522
583	0.02586867361
584	0.02584150613
585	0.02574450993
586	0.02567536302
587	0.02563107891
588	0.02555736666
589	0.02546301557
590	0.02533280244
591	0.0253072157
592	0.02526443536
593	0.0251110184
594	0.02505205026
595	0.02497919504
596	0.02494434783
597	0.02488922358
598	0.02482790921
599	0.02475867535
600	0.02470736621
601	0.02463585589
602	0.02453255191
603	0.02446704204
604	0.02440654421
605	0.02437901685
606	0.02434866674
607	0.02425698693
608	0.02421434168
609	0.02417997927
610	0.02412865245
611	0.02409638939
612	0.02405367379
613	0.02397917272
614	0.02393689805
615	0.02379555772
616	0.02374402709
617	0.02371016744
618	0.02365659765
619	0.02357749098
620	0.02355430173
621	0.02350888267
622	0.02344053776
623	0.02337919987
624	0.02331557029
625	0.02324460126
626	0.02315197446
627	0.02310081897
628	0.02304442323
629	0.0230055795
630	0.02295425405
631	0.02284969103
632	0.0227343779
633	0.02259523133
634	0.02252860232
635	0.02247764027
636	0.02245163313
637	0.02238064167
638	0.02233584398
639	0.02228325749
640	0.022241739
641	0.02217865661
642	0.02212318971
643	0.0220890574
644	0.02205858096
645	0.02201546724
646	0.02193650893
647	0.02186444912
648	0.02177678007
649	0.02170134469
650	0.0216113725
651	0.02158588708
652	0.02152146868
653	0.02146230701
654	0.0214053921
655	0.02134706342
656	0.02125308993
657	0.02121841574
658	0.02119045972
659	0.02115406631
660	0.02109520228
661	0.0210527338
662	0.02100171689
663	0.02095829881
664	0.02089101059
665	0.02083033189
666	0.02074645484
667	0.0207010095
668	0.0206555954
669	0.02061965941
670	0.02057977781
671	0.02053502208
672	0.02044626309
673	0.02038847958
674	0.0203323485
675	0.02030396988
676	0.02017565544
677	0.02014907003
678	0.02011472941
679	0.02007824075
680	0.02003183191
681	0.01999744227
682	0.01993523303
683	0.01990793555
684	0.01982525523
685	0.01977005211
686	0.01971702331
687	0.01968812042
688	0.01962053111
689	0.01958197359
690	0.01952999884
691	0.01950759014
692	0.01948430267
693	0.01944903484
694	0.01939195312
695	0.0193578845
696	0.01932130249
697	0.01926121747
698	0.01922906259
699	0.01920186687
700	0.01911382887
701	0.01908771218
702	0.01899240513
703	0.01889747881
704	0.0188708274
705	0.01883452505
706	0.01879788078
707	0.0187676803
708	0.01872977135
709	0.01869976397
710	0.01865816431
711	0.01863705799
712	0.01858444336
713	0.01853583519
714	0.01849126241
715	0.0184318448
716	0.01840080566
717	0.01830766918
718	0.01826664338
719	0.01825096687
720	0.01823266174
721	0.01818668966
722	0.01814039009
723	0.01809041011
724	0.01803483555
725	0.01799199768
726	0.01795855169
727	0.01792744624
728	0.01789844564
729	0.01787999391
730	0.01785520786
731	0.01781165653
732	0.01778179864
733	0.01773191287
734	0.01771017262
735	0.01769982872
736	0.01766948073
737	0.01760863812
738	0.01759015646
739	0.01755435287
740	0.01751963497
741	0.01749580471
742	0.01745249455
743	0.01735694309
744	0.01732870199
745	0.01730110973
746	0.01727929603
747	0.01724923962
748	0.01720254727
749	0.0171871889
750	0.01716468808
751	0.01711992685
752	0.01708579246
753	0.01703537078
754	0.01695244534
755	0.01692653142
756	0.01690620332
757	0.01686830024
758	0.01685647743
759	0.01682872918
760	0.01680782829
761	0.01675158613
762	0.0167245277
763	0.01667961395
764	0.01664711296
765	0.01661762885
766	0.01658450317
767	0.01650695037
768	0.01646838557
769	0.0164507829
770	0.01637993167
771	0.01636558292
772	0.01631631052
773	0.01629571364
774	0.01625946181
775	0.01623408514
776	0.01621852012
777	0.01620196695
778	0.01614553004
779	0.0161206961
780	0.016079824
781	0.01605221186
782	0.01600795325
783	0.01597828549
784	0.01592587108
785	0.01590740412
786	0.01587334813
787	0.01584274971
788	0.01581266567
789	0.01577376224
790	0.01573421223
791	0.01570845943
792	0.01566972553
793	0.0156249544
794	0.01559733174
795	0.01556788441
796	0.01552775748
797	0.01551219498
798	0.01547788041
799	0.01545631995
800	0.01541743165
801	0.01538703716
802	0.01536325956
803	0.01534795016
804	0.01531947721
805	0.01529177149
806	0.01526685725
807	0.01525221218
808	0.01520805257
809	0.01517420478
810	0.01512744826
811	0.01507594544
812	0.01504658398
813	0.01502197965
814	0.01499774807
815	0.01494700882
816	0.01492571394
817	0.01488929943
818	0.01483155014
819	0.01479861066
820	0.01477160535
821	0.01471622306
822	0.01465810869
823	0.01462567715
824	0.01460697903
825	0.01456773056
826	0.01454301259
827	0.01450985303
828	0.01447357086
829	0.01444643638
830	0.01440879238
831	0.01434907875
832	0.01429938357
833	0.01427625093
834	0.01425053191
835	0.01421896933
836	0.01419050433
837	0.01416949198
838	0.01414510215
839	0.01411914468
840	0.01408715625
841	0.01406199198
842	0.01403979518
843	0.01401611955
844	0.01399215979
845	0.01395441876
846	0.01394105628
847	0.01393032315
848	0.0139102907
849	0.01387507751
850	0.01383199163
851	0.013795669
852	0.0137650392
853	0.0137446853
854	0.01371784937
855	0.01368406648
856	0.01366308738
857	0.01363408762
858	0.01360434011
859	0.01358337955
860	0.01356368343
861	0.01351979615
862	0.01350540541
863	0.01348849363
864	0.01345510939
865	0.01344345365
866	0.0134181592
867	0.01336309954
868	0.01334716585
869	0.01332376684
870	0.01329754536
871	0.01328910523
872	0.01327191617
873	0.01323281888
874	0.01320846657
875	0.0131889975
876	0.01316069826
877	0.0131425178
878	0.01310586261
879	0.01308511788
880	0.01307936743
881	0.01306287542
882	0.01304790754
883	0.01302396311
884	0.01299834632
885	0.0129745684
886	0.01295133545
887	0.01293561341
888	0.01291929527
889	0.01289901901
890	0.01287460233
891	0.01285273075
892	0.01283863784
893	0.01282450766
894	0.01279394389
895	0.01277674889
896	0.01276443068
897	0.01274808128
898	0.01270897874
899	0.01267651087
900	0.01265400382
901	0.01263351129
902	0.01261982511
903	0.01259504634
904	0.01258177373
905	0.01254951903
906	0.01250815644
907	0.01247406145
908	0.01245512768
909	0.01243338473
910	0.01242548017
911	0.01241599863
912	0.01237121822
913	0.0123478931
914	0.01232577537
915	0.01228719378
916	0.01226836186
917	0.01224856358
918	0.01223099377
919	0.01221965638
920	0.01220111726
921	0.01216683127
922	0.01215109383
923	0.01213352059
924	0.01211959725
925	0.0120985176
926	0.01208385911
927	0.01206730799
928	0.01204439034
929	0.0120278594
930	0.01200705733
931	0.01197411256
932	0.01195924258
933	0.01195135209
934	0.01193814817
935	0.01190747653
936	0.01187961911
937	0.01187959055
938	0.01187115759
939	0.01184906714
940	0.01183757277
941	0.01179645707
942	0.01178459609
943	0.01176764465
944	0.01175886619
945	0.01173360489
946	0.01168536285
947	0.01166109944
948	0.01163948245
949	0.01161319274
950	0.01159481791
951	0.01156339874
952	0.01153294715
953	0.01150423345
954	0.01148345644
955	0.01147207926
956	0.01143297993
957	0.01141952118
958	0.01140329171
959	0.01136660311
960	0.01134069549
961	0.0113108409
962	0.01130653015
963	0.01128438917
964	0.01125106491
965	0.01123771669
966	0.01121916163
967	0.0112035001
968	0.011162531
969	0.01114401488
970	0.01112457273
971	0.01110733256
972	0.01109628088
973	0.0110783642
974	0.01106369473
975	0.01104444894
976	0.01100623721
977	0.0109784548
978	0.01096345855
979	0.01093866451
980	0.01092997967
981	0.01092174362
982	0.01090110399
983	0.0108651285
984	0.01086511324
985	0.01085183711
986	0.01084213341
987	0.01082466811
988	0.01079012539
989	0.01078041904
990	0.01077003366
991	0.01075226838
992	0.01074368824
993	0.01072944704
994	0.01072237895
995	0.01070035591
996	0.0106750163
997	0.01066571558
998	0.01065094194
999	0.01061342629
1000	0.01059996283
1001	0.01059254486
1002	0.01058627032
1003	0.01057161231
1004	0.01057150549
1005	0.01056111436
1006	0.01055000095
1007	0.0105184724
1008	0.01050408163
1009	0.01050397314
1010	0.01049088776
1011	0.01045826773
1012	0.01043378401
1013	0.01040368751
1014	0.01037991074
1015	0.01036518682
1016	0.0103428579
1017	0.01032244813
1018	0.01031103536
1019	0.01029864982
1020	0.01028711119
1021	0.0102706481
1022	0.01025902534
1023	0.01023769447
1024	0.01021475515
1025	0.01020480787
1026	0.01018690673
1027	0.01018247384
1028	0.01016509385
1029	0.01015006432
1030	0.01013490088
1031	0.01011499359
1032	0.01009897673
1033	0.01008941018
1034	0.01008037777
1035	0.01007034208
1036	0.01003615624
1037	0.01001359371
1038	0.009995813757
1039	0.00998667119
1040	0.009980963634
1041	0.009972263304
1042	0.009951352255
1043	0.009935597733
1044	0.009921723769
1045	0.009912045447
1046	0.00989274344
1047	0.009873720358
1048	0.009857473405
1049	0.009840425998
1050	0.009823583144
1051	0.009811265789
1052	0.009794478727
1053	0.00978264292
1054	0.009782533672
1055	0.009765546705
1056	0.009765544654
1057	0.009761224175
1058	0.009749974213
1059	0.009731119103
1060	0.009704465243
1061	0.009695899117
1062	0.009689171363
1063	0.00966952382
1064	0.009663544469
1065	0.009650750626
1066	0.009645378857
1067	0.009619446532
1068	0.009614285321
1069	0.009595971142
1070	0.009585572815
1071	0.009578170913
1072	0.009567721405
1073	0.009561356061
1074	0.009561339345
1075	0.009547700164
1076	0.009542173904
1077	0.009527242531
1078	0.009509846156
1079	0.009482815523
1080	0.009482753771
1081	0.009470620959
1082	0.009458636148
1083	0.009432823221
1084	0.009415948207
1085	0.009395088171
1086	0.009378689623
1087	0.00935561966
1088	0.009346288773
1089	0.009335346752
1090	0.009324576599
1091	0.009308724203
1092	0.00928730093
1093	0.009287016357
1094	0.009286984211
1095	0.009286998084
1096	0.009270567834
1097	0.009255238228
1098	0.009255200805
1099	0.009239391955
1100	0.009217346712
1101	0.009211107515
1102	0.009202637327
1103	0.009197120536
1104	0.009176466276
1105	0.009164888218
1106	0.009164902519
1107	0.009148831461
1108	0.00913043569
1109	0.009114437934
1110	0.009096860046
1111	0.009081801294
1112	0.009067882153
1113	0.009056435954
1114	0.009050366642
1115	0.009042492254
1116	0.009026473004
1117	0.009017850995
1118	0.00900726399
1119	0.008989190583
1120	0.008963853909
1121	0.008944773636
1122	0.008930221069
1123	0.008915741774
1124	0.008907602809
1125	0.008899083822
1126	0.00887761874
1127	0.00886270769
1128	0.008853222122
1129	0.008826946921
1130	0.008809318076
1131	0.00879885405
1132	0.008786105399
1133	0.008777229457
1134	0.00877274738
1135	0.00876202504
1136	0.0087486447
1137	0.008738722741
1138	0.008734055566
1139	0.008725472819
1140	0.008710785627
1141	0.008695524473
1142	0.008677921155
1143	0.008677896793
1144	0.00867114514
1145	0.008655859286
1146	0.008646059724
1147	0.008630051414
1148	0.008626295245
1149	0.008615759603
1150	0.008600141697
1151	0.008584657944
1152	0.00857386851
1153	0.008555498741
1154	0.008550835288
1155	0.008543805165
1156	0.00853304794
1157	0.008516055264
1158	0.00850848311
1159	0.008496074795
1160	0.008485937127
1161	0.008477556761
1162	0.008468221694
1163	0.008452041374
1164	0.008449109405
1165	0.008437765302
1166	0.008430645592
1167	0.00842137169
1168	0.008413541438
1169	0.008409477038
1170	0.00838032489
1171	0.008375816832
1172	0.008365743296
1173	0.008345771195
1174	0.008345480416
1175	0.008333488397
1176	0.008324907355
1177	0.008309072581
1178	0.008288643818
1179	0.008282360025
1180	0.008263105789
1181	0.008257905708
1182	0.008239143956
1183	0.008219908649
1184	0.00821035287
1185	0.008200153742
1186	0.008187461145
1187	0.00817869296
1188	0.00816158858
1189	0.00814669247
1190	0.008128461087
1191	0.008115068317
1192	0.008108622542
1193	0.008098574159
1194	0.008085020698
1195	0.008078969336
1196	0.00807434751
1197	0.008058335946
1198	0.00804791206
1199	0.008034790901
1200	0.008034700794
1201	0.008021723676
1202	0.008007946496
1203	0.007996798544
1204	0.007992157228
1205	0.007992142978
1206	0.007988221087
1207	0.007969398799
1208	0.007949375884
1209	0.007945086986
1210	0.007920459897
1211	0.007905033165
1212	0.007904935842
1213	0.007900872421
1214	0.00790087156
1215	0.007895777053
1216	0.007887286682
1217	0.007874737632
1218	0.007865136533
1219	0.007858422609
1220	0.00785013695
1221	0.007843118983
1222	0.007835090241
1223	0.007821611379
1224	0.007810499633
1225	0.007791267239
1226	0.007784334234
1227	0.007784279206
1228	0.007780025441
1229	0.007756103046
1230	0.007733859449
1231	0.007712555528
1232	0.007688110824
1233	0.007676907159
1234	0.007657335784
1235	0.007642272697
1236	0.007642237732
1237	0.007632674538
1238	0.00762045985
1239	0.007618203947
1240	0.007615594805
1241	0.00760641403
1242	0.007600222932
1243	0.007588283003
1244	0.007579348663
1245	0.007579346932
1246	0.007568561653
1247	0.007543956938
1248	0.007530917388
1249	0.00751466308
1250	0.007503178722
1251	0.007500805184
1252	0.007496647517
1253	0.007489865434
1254	0.007489846816
1255	0.007485543806
1256	0.007485525096
1257	0.007473909292
1258	0.007473896548
1259	0.007453326367
1260	0.007439866198
1261	0.007428917371
1262	0.007428899295
1263	0.007420333904
1264	0.007420297566
1265	0.007407623205
1266	0.007398571483
1267	0.0073982022
1268	0.00738325996
1269	0.007373336282
1270	0.007367281613
1271	0.007367004634
1272	0.007357697227
1273	0.007353986718
1274	0.007342592893
1275	0.00732074185
1276	0.007308659036
1277	0.007298592175
1278	0.007282318086
1279	0.007282300506
1280	0.007282291845
1281	0.007282267237
1282	0.007282258596
1283	0.007282186893
1284	0.007274430798
1285	0.007274406757
1286	0.007266195041
1287	0.007256388417
1288	0.00725124322
1289	0.007248340401
1290	0.00724824199
1291	0.007242114771
1292	0.007238279812
1293	0.00723499113
1294	0.007234847358
1295	0.007234785418
1296	0.007234701355
1297	0.007231198512
1298	0.007231181591
1299	0.007231149631
1300	0.007228391201
1301	0.007203388877
1302	0.007191013777
1303	0.007176020416
1304	0.00717120695
1305	0.007160315714
1306	0.007149539097
1307	0.00714153038
1308	0.007130080967
1309	0.007125306952
1310	0.007112303008
1311	0.007101496782
1312	0.007089644177
1313	0.007079983697
1314	0.007079965334
1315	0.0070799598
1316	0.007076958963
1317	0.007061999556
1318	0.007057023655
1319	0.00705695187
1320	0.007054675119
1321	0.007050044979
1322	0.007042719292
1323	0.007036665886
1324	0.007029952447
1325	0.007029936701
1326	0.007027442939
1327	0.007024124946
1328	0.007018447386
1329	0.00701253283
1330	0.007010101065
1331	0.007005236835
1332	0.007002597787
1333	0.006995296479
1334	0.006978268617
1335	0.006964128122
1336	0.006964107158
1337	0.006962580085
1338	0.006959032741
1339	0.006955111196
1340	0.006952387053
1341	0.006940845275
1342	0.006933370278
1343	0.006933321774
1344	0.006925749086
1345	0.006920897463
1346	0.006913744078
1347	0.006908478966
1348	0.006908452895
1349	0.006898530589
1350	0.006898528799
1351	0.006895857888
1352	0.006893625771
1353	0.00688940518
1354	0.00687561306
1355	0.00687551234
1356	0.006875539587
1357	0.006860048854
1358	0.006859813898
1359	0.006852845829
1360	0.006848027832
1361	0.006840906517
1362	0.006840842263
1363	0.006838737014
1364	0.006827058039
1365	0.006820219757
1366	0.006820167145
1367	0.006820079293
1368	0.006820048697
1369	0.006815647984
1370	0.006800213976
1371	0.006800036436
1372	0.006800022984
1373	0.00679466933
1374	0.006784559078
1375	0.006765043431
1376	0.006749409724
1377	0.006749078391
1378	0.00674903966
1379	0.006746201883
1380	0.006746195634
1381	0.006733844434
1382	0.00672304756
1383	0.006722995568
1384	0.006722976821
1385	0.006722883184
1386	0.006721092668
1387	0.006710656106
1388	0.006709563066
1389	0.006708665166
1390	0.006704476754
1391	0.006699614326
1392	0.006699591429
1393	0.006699569377
1394	0.006699549901
1395	0.006695783621
1396	0.00668511026
1397	0.006684793901
1398	0.006677806341
1399	0.006663268387
1400	0.00665661632
1401	0.006654386503
1402	0.006651415757
1403	0.006647166006
1404	0.006643103366
1405	0.006643061769
1406	0.006643034478
1407	0.006642921293
1408	0.006642845609
1409	0.006634511113
1410	0.006629685249
1411	0.006614052573
1412	0.006611065519
1413	0.006611014426
1414	0.006607467842
1415	0.006606454556
1416	0.006606387582
1417	0.006606407478
1418	0.006606384691
1419	0.006606345783
1420	0.006603995226
1421	0.006595186286
1422	0.006591484995
1423	0.006584019077
1424	0.006584022407
1425	0.006583738732
1426	0.006583705218
1427	0.006583665045
1428	0.006581727215
1429	0.006566708754
1430	0.006566609233
1431	0.006566523633
1432	0.006563979295
1433	0.006556120321
1434	0.006541037285
1435	0.006529684428
1436	0.006516608833
1437	0.006500688657
1438	0.006491285836
1439	0.006490887878
1440	0.00648967229
1441	0.006489671128
1442	0.006489634156
1443	0.006478734059
1444	0.006471977012
1445	0.006471950274
1446	0.006464813902
1447	0.006448812722
1448	0.00644817878
1449	0.006448158596
1450	0.006448140382
1451	0.006448105785
1452	0.006448119077
1453	0.006448085065
1454	0.006448056856
1455	0.006447751547
1456	0.006447681854
1457	0.006447680623
1458	0.006447316588
1459	0.006446333253
1460	0.006445936672
1461	0.006445936164
1462	0.006445176425
1463	0.006433327084
1464	0.006427450015
1465	0.006418096315
1466	0.006411356089
1467	0.006400809734
1468	0.00638920656
1469	0.006387698321
1470	0.00638762275
1471	0.00638761095
1472	0.006387572254
1473	0.00638757236
1474	0.006387421803
1475	0.006387430551
1476	0.006387211427
1477	0.006387137769
1478	0.00638710773
1479	0.006382081576
1480	0.006376208077
1481	0.006362533554
1482	0.00636248927
1483	0.006362480395
1484	0.006362300223
1485	0.006362223296
1486	0.006362179953
1487	0.006361473059
1488	0.006354476211
1489	0.006345049958
1490	0.006328606799
1491	0.006318286821
1492	0.006318262
1493	0.006313031483
1494	0.00631298771
1495	0.006311157835
1496	0.006311122668
1497	0.006302770903
1498	0.006289116831
1499	0.006278917671
